solvent,term,candidate,rmse,mae,corr,fit_slope,fit_intercept,fit_rmse,sign_matches
ethanol,assoc,mu,0.33052767297557994,0.31162031774209176,0.9999482760679099,0.7752740038200928,0.8929907059246264,0.009075103549160761,3
ethanol,assoc,neg_mu,6.644934213815828,6.323046416491802,-0.9999482760679099,-0.7752740038200928,0.8929907059246264,0.009075103549160761,0
ethanol,assoc,neg_lnfug,11.400094883268428,11.215712624453184,-0.9999478015951457,-0.7759800841693437,14.500558724789668,0.009116631211341668,3
ethanol,assoc,zcorr_share,14.302221382352492,14.274426771611653,0.9991652184854991,849.804289273869,-14901.248329266567,0.036450811062984236,3
ethanol,assoc,lnfug,17.74624892109769,17.744377163119854,0.9999478015951457,0.7759800841693437,14.500558724789668,0.009116631211341668,0
ethanol,born,mu,5.087014138905072,5.054810862916101,0.9999848388456268,0.6746264988141392,-0.4132908691341425,0.006524497437464621,3
ethanol,born,lnfug,5.087014138905072,5.054810862916101,0.9999848388456268,0.6746264988141392,-0.4132908691341425,0.006524497437464621,3
ethanol,born,zcorr_share,9.286294940977857,9.210395052333332,nan,nan,nan,nan,0
ethanol,born,neg_mu,23.659124714401436,23.475600967582768,-0.9999848388456268,-0.6746264988141392,-0.4132908691341425,0.006524497437464621,0
ethanol,born,neg_lnfug,23.659124714401436,23.475600967582768,-0.9999848388456268,-0.6746264988141392,-0.4132908691341425,0.006524497437464621,0
ethanol,disp,mu,2.0625964982374936,2.05167385939291,0.9997929960525018,1.0256817682760297,1.5699980303365764,0.13370296880835275,3
ethanol,disp,lnfug,6.405315098248964,6.401725557386243,0.9997908151142002,1.0260897781991483,6.025889159546589,0.1344053794546824,3
ethanol,disp,zcorr_share,17.719718536497428,16.457177615339997,0.9711388470218426,2407.313119208524,-10451.129292501344,1.5673813049837895,3
ethanol,disp,neg_lnfug,37.52671506950206,35.212733069280425,-0.9997908151142002,-1.0260897781991483,6.025889159546589,0.1344053794546824,0
ethanol,disp,neg_mu,41.636502632347664,39.562784767273754,-0.9997929960525018,-1.0256817682760297,1.5699980303365764,0.13370296880835275,0
ethanol,hc,mu,0.31917431853677486,0.27837735422487536,0.9999839641785141,1.0318805482160858,0.7634673357990452,0.028151068594522773,3
ethanol,hc,zcorr_share,6.387198942181245,6.013691321999119,0.998277869859888,1476.0176767109206,27959.167532081257,0.29160632856728924,3
ethanol,hc,neg_lnfug,14.872876697997762,11.200925402363076,-0.9999841731462122,-1.0326004068834873,-18.795854654500964,0.02796704597525733,2
ethanol,hc,lnfug,18.674721708395914,18.674041344303593,0.9999841731462122,1.0326004068834873,-18.795854654500964,0.02796704597525733,1
ethanol,hc,neg_mu,31.7022332466564,30.153344100891545,-0.9999839641785141,-1.0318805482160858,0.7634673357990452,0.028151068594522773,0
methanol,assoc,mu,1.1332210997840133,1.1176705420991735,0.9988146313256443,0.806319150739163,1.599900354200496,0.037199705320665126,3
methanol,assoc,neg_mu,6.332664285982034,6.097303933234159,-0.9988146313256443,-0.806319150739163,1.599900354200496,0.037199705320665126,0
methanol,assoc,neg_lnfug,9.143532830248706,8.982327331213769,-0.998817340326093,-0.8072035059438278,13.77002969684964,0.037157198728169596,3
methanol,assoc,zcorr_share,11.497502690625192,11.472144026781265,0.9950490784220237,734.0670761385902,-11065.853344303696,0.07595324482426384,3
methanol,assoc,lnfug,16.198370479479262,16.197301806547102,0.998817340326093,0.8072035059438278,13.77002969684964,0.037157198728169596,0
methanol,born,mu,4.853901639617214,4.6324805467529435,0.9996158115536155,2.293462763869487,-7.125047161424383,0.07116814410494098,3
methanol,born,lnfug,4.853901639617214,4.6324805467529435,0.9996158115536155,2.293462763869487,-7.125047161424383,0.07116814410494098,3
methanol,born,zcorr_share,13.96060157180947,13.722442806666669,nan,nan,nan,nan,0
methanol,born,neg_mu,23.108357269325545,22.812405066580393,-0.9996158115536155,-2.293462763869487,-7.125047161424383,0.07116814410494098,0
methanol,born,neg_lnfug,23.108357269325545,22.812405066580393,-0.9996158115536155,-2.293462763869487,-7.125047161424383,0.07116814410494098,0
methanol,disp,mu,3.424301724087113,2.6131705255215274,0.9922801265470862,0.6789010720627013,3.7175634183819,0.56536622507822,3
methanol,disp,neg_lnfug,21.822410317714,18.730016127541436,-0.9922922068906559,-0.6791773430540359,41.43941169635472,0.5649254116244943,3
methanol,disp,neg_mu,38.48459807616952,36.8185023521882,-0.9922801265470862,-0.6789010720627013,3.7175634183819,0.56536622507822,0
methanol,disp,zcorr_share,38.71489503122878,38.4458525663963,0.9336419974166348,1571.600213829148,-87282.9608547221,1.632992746754324,3
methanol,disp,lnfug,52.981470983800556,52.93534795420811,0.9922922068906559,0.6791773430540359,41.43941169635472,0.5649254116244943,0
methanol,hc,mu,2.2130186297251564,1.4738481153410063,0.9996054008154913,0.6651269390652252,-3.7955547348640497,0.09199656193486816,3
methanol,hc,neg_mu,31.096815784742343,29.99719846867434,-0.9996054008154913,-0.6651269390652252,-3.7955547348640497,0.09199656193486816,0
methanol,hc,neg_lnfug,39.488347879837995,38.62907420326467,-0.999606435371651,-0.6655882606035516,-49.46513705847354,0.09187590872408,3
methanol,hc,zcorr_share,54.462953680890166,54.36459749527234,0.9967003084591307,956.9219182004168,65655.72280900007,0.26583641364586447,3
methanol,hc,lnfug,67.17262906902667,67.152424556598,0.999606435371651,0.6655882606035516,-49.46513705847354,0.09187590872408,0
