source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.05,0.8062,0.8041873089538933,0.02502764,2,1.002502764,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.0527,0.8028,0.8006878548936578,0.02502764,2,1.002637913256,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.07,0.7845,0.781760812056165,0.02502764,2,1.0035038696,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.08,0.7757,0.7726061585921555,0.02502764,2,1.0040044224,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.101,0.7602,0.7563760777479455,0.02502764,2,1.00505558328,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.3,0.6907,0.6804814925073184,0.02502764,2,1.015016584,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.4,0.675,0.6617503601725843,0.02502764,2,1.020022112,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.5498,0.6603,0.6426149831519562,0.02502764,2,1.027520392944,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.8,0.6481,0.6231465788131717,0.02502764,2,1.040044224,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,0.8989,0.6458,0.6179935701523532,0.02502764,2,1.044994691192,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,1.0,0.6445,0.6137772099007968,0.02502764,2,1.05005528,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,1.2,0.6445,0.6079808197965453,0.02502764,2,1.060066336,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,1.4,0.6471,0.6047226161750364,0.02502764,2,1.070077392,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,1.5157,0.6495,0.6036981528855213,0.02502764,2,1.075868787896,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,1.8,0.6578,0.6034311524647755,0.02502764,2,1.0900995039999999,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,1.9865,0.6649,0.6047652773066856,0.02502764,2,1.09943481372,equal-fallback
MIAC,data/MIAC/water-methanol/water-methanol-NaCl.csv,water-methanol,NaCl,2.0,0.6654,0.6048482981565052,0.02502764,2,1.10011056,equal-fallback
